         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _deprecations.py:8(Data)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1942(AnyValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2629(BaseDataValidator)
        1    0.000    0.000    0.000    0.000 ultratb.py:1404(ColorTB)
        1    0.000    0.000    0.000    0.000 executing.py:403(Executing)
        1    0.000    0.000    0.000    0.000 utils.py:129(cached_property)
        1    0.000    0.000    0.000    0.000 debugger.py:963(InterruptiblePdb)
        1    0.000    0.000    0.000    0.000 display.py:648(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:717(Javascript)
        1    0.000    0.000    0.000    0.000 display.py:371(FileLink)
        2    0.000    0.000    0.000    0.000 utils.py:20(to_tuple)
        1    0.000    0.000    0.000    0.000 cache.py:65(FastDictCache)
        1    0.000    0.000    0.000    0.000 base.py:183(_Invert)
        1    0.000    0.000    0.000    0.000 base.py:199(Always)
        1    0.000    0.000    0.000    0.000 base.py:235(Condition)
        1    0.000    0.000    0.000    0.000 data_structures.py:16(Size)
        1    0.000    0.000    0.000    0.000 vt100.py:145(_16ColorCache)
        1    0.000    0.000    0.000    0.000 base.py:137(Template)
        1    0.000    0.000    0.000    0.000 minidom.py:642(TypeInfo)
        1    0.000    0.000    0.000    0.000 filesystem.py:15(PathCompleter)
        1    0.000    0.000    0.000    0.000 validation.py:102(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 tree.py:192(Name)
        1    0.000    0.000    0.000    0.000 tree.py:692(IfStmt)
        1    0.000    0.000    0.000    0.000 base.py:101(Border)
        1    0.000    0.000    0.000    0.000 base.py:882(CheckboxList)
        1    0.000    0.000    0.000    0.000 renderer.py:292(_StyleStringHasStyleCache)
        1    0.000    0.000    0.000    0.000 completer.py:463(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 errors.py:1195(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 utils.py:73(PushBackIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:133(_DynamicArrayAdditions)
        1    0.000    0.000    0.000    0.000 typing.py:163(ProxyTypingValue)
        1    0.000    0.000    0.000    0.000 function.py:395(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 generics.py:84(TupleGenericManager)
        1    0.000    0.000    0.000    0.000 instance.py:556(SelfAttributeFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:284(Listener)
        1    0.000    0.000    0.000    0.000 mixed.py:101(MixedContext)
        1    0.000    0.000    0.000    0.000 __init__.py:16(ChangedFile)
        1    0.000    0.000    0.000    0.000 contexts.py:11(preserve_keys)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 enum.py:1453(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1251(ObserveHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:4298(Callable)
        1    0.000    0.000    0.000    0.000 loader.py:390(DeferredConfigString)
        1    0.000    0.000    0.000    0.000 loader.py:658(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:780(_KVArgParser)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1826(FlaglistValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2531(TitleValidator)
        1    0.000    0.000    0.000    0.000 application.py:111(ProfileAwareConfigLoader)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:102(NoColors)
        1    0.000    0.000    0.000    0.000 lexer.py:935(ProfilingRegexLexer)
        1    0.000    0.000    0.000    0.000 __init__.py:868(GobbleFilter)
        1    0.000    0.000    0.000    0.000 inputhook.py:53(InputHookContext)
        1    0.000    0.000    0.000    0.000 current.py:41(__init__)
        1    0.000    0.000    0.000    0.000 style_transformation.py:244(DynamicStyleTransformation)
        1    0.000    0.000    0.000    0.000 tree.py:465(Class)
        1    0.000    0.000    0.000    0.000 vt100.py:186(_256ColorCache)
        1    0.000    0.000    0.000    0.000 minidom.py:1215(CDATASection)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 tree.py:379(Module)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:210(_FuzzyMatch)
        1    0.000    0.000    0.000    0.000 tree.py:795(Import)
        1    0.000    0.000    0.000    0.000 base.py:68(DynamicLexer)
        1    0.000    0.000    0.000    0.000 processors.py:327(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:548(AfterInput)
        1    0.000    0.000    0.000    0.000 margins.py:69(NumberedMargin)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:20(MouseHandlers)
        1    0.000    0.000    0.000    0.000 dialogs.py:29(Dialog)
        3    0.000    0.000    0.000    0.000 parser_utils.py:323(_function_is_x_method)
        1    0.000    0.000    0.000    0.000 file_io.py:26(FolderIO)
        1    0.000    0.000    0.000    0.000 names.py:563(ParamNameWrapper)
        1    0.000    0.000    0.000    0.000 lazy_value.py:5(AbstractLazyValue)
        1    0.000    0.000    0.000    0.000 iterable.py:560(MergedArray)
        1    0.000    0.000    0.000    0.000 context.py:221(TreeContextMixin)
        1    0.000    0.000    0.000    0.000 typing.py:38(TypingModuleName)
        1    0.000    0.000    0.000    0.000 function.py:354(FunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 base.py:40(_TypeVarFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_InferenceStateProcess)
        1    0.000    0.000    0.000    0.000 docstring_utils.py:5(DocstringModule)
        1    0.000    0.000    0.000    0.000 __init__.py:43(RuntimeBinding)
        1    0.000    0.000    0.000    0.000 prompts.py:60(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 _flatshading.py:4(FlatshadingValidator)
        1    0.000    0.000    0.000    0.000 _textfont.py:4(TextfontValidator)
        1    0.000    0.000    0.000    0.000 _title.py:4(TitleValidator)
        1    0.000    0.000    0.000    0.000 _zaxis.py:4(ZaxisValidator)
        2    0.000    0.000    0.000    0.000 typing.py:1599(__repr__)
        3    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
        1    0.000    0.000    0.000    0.000 interpreter.py:20(NamespaceObject)
        1    0.000    0.000    0.000    0.000 traitlets.py:2344(ForwardDeclaredMixin)
        1    0.000    0.000    0.000    0.000 traitlets.py:2358(ForwardDeclaredType)
        1    0.000    0.000    0.000    0.000 traitlets.py:2364(ForwardDeclaredInstance)
        1    0.000    0.000    0.000    0.000 loader.py:423(DeferredConfigList)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1107(_HelpAction)
        1    0.000    0.000    0.000    0.000 basevalidators.py:623(BooleanValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:656(SrcValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:686(NumberValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:816(IntegerValidator)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(PlotlyGraphObjectError)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1693(AngleValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1755(SubplotidValidator)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2751(BaseTemplateValidator)
        1    0.000    0.000    0.000    0.000 my_getattr_static.py:114(_foo)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:10(CannotEval)
        1    0.000    0.000    0.000    0.000 bdb.py:864(Tdb)
        1    0.000    0.000    0.000    0.000 embed.py:110(_Sentinel)
        1    0.000    0.000    0.000    0.000 text.py:500(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 magic.py:280(output_can_be_silenced)
        1    0.000    0.000    0.000    0.000 filter.py:41(Filter)
        1    0.000    0.000    0.000    0.000 filter.py:54(FunctionFilter)
        2    0.000    0.000    0.000    0.000 python.py:433(innerstring_rules)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 async_helpers.py:65(_AsyncIOProxy)
        1    0.000    0.000    0.000    0.000 base.py:275(DummyCompleter)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:81(DynamicCursorShapeConfig)
        1    0.000    0.000    0.000    0.000 base.py:217(Never)
        1    0.000    0.000    0.000    0.000 data_structures.py:11(Point)
        1    0.000    0.000    0.000    0.000 errors.py:704(_BytesAndStringMix)
        1    0.000    0.000    0.000    0.000 style_transformation.py:271(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 errors.py:533(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 filesystem.py:106(ExecutableCompleter)
        1    0.000    0.000    0.000    0.000 word_completer.py:14(WordCompleter)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:177(FuzzyWordCompleter)
        1    0.000    0.000    0.000    0.000 tree.py:1078(NamedExpr)
        1    0.000    0.000    0.000    0.000 cache.py:47(signature_time_cache)
        1    0.000    0.000    0.000    0.000 validation.py:127(ThreadedValidator)
        1    0.000    0.000    0.000    0.000 controls.py:487(_ProcessedLine)
        1    0.000    0.000    0.000    0.000 controls.py:918(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 processors.py:162(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:675(TabsProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:895(ConditionalProcessor)
        1    0.000    0.000    0.000    0.000 base.py:923(VerticalLine)
        1    0.000    0.000    0.000    0.000 base.py:937(HorizontalLine)
        1    0.000    0.000    0.000    0.000 utils.py:135(_PythonVersionInfo)
        2    0.000    0.000    0.000    0.000 recursion.py:78(execution_recursion_decorator)
        1    0.000    0.000    0.000    0.000 pep8.py:123(BackslashNode)
        1    0.000    0.000    0.000    0.000 debug.py:49(Fore)
        1    0.000    0.000    0.000    0.000 recursion.py:95(ExecutionRecursionDetector)
        1    0.000    0.000    0.000    0.000 names.py:260(ValueName)
        1    0.000    0.000    0.000    0.000 iterable.py:612(Slice)
        1    0.000    0.000    0.000    0.000 instance.py:61(AnonymousMethodExecutionContext)
        1    0.000    0.000    0.000    0.000 instance.py:530(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 base.py:393(BaseTypingClassWithGenerics)
        1    0.000    0.000    0.000    0.000 stdlib.py:353(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 _i.py:4(IValidator)
        1    0.000    0.000    0.000    0.000 _k.py:4(KValidator)
        1    0.000    0.000    0.000    0.000 _opacity.py:4(OpacityValidator)
        1    0.000    0.000    0.000    0.000 _xaxis.py:4(XaxisValidator)
        1    0.000    0.000    0.000    0.000 _aspectmode.py:4(AspectmodeValidator)
        1    0.000    0.000    0.000    0.000 webbrowser.py:405(Grail)
        2    0.000    0.000    0.000    0.000 basevalidators.py:2592(validate_coerce)
        1    0.000    0.000    0.000    0.000 completion.py:29(ParamNameWithEquals)
        1    0.000    0.000    0.000    0.000 traitlets.py:1268(DefaultHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:2837(CComplex)
        1    0.000    0.000    0.000    0.000 traitlets.py:4181(CRegExp)
        1    0.000    0.000    0.000    0.000 loader.py:717(_KVAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1320(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1126(_VersionAction)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2274(LiteralValidator)
        1    0.000    0.000    0.000    0.000 _layout.py:4(LayoutValidator)
        1    0.000    0.000    0.000    0.000 _data.py:4(DataValidator)
        1    0.000    0.000    0.000    0.000 core.py:233(BlankLineRange)
        1    0.000    0.000    0.000    0.000 executing.py:97(NotOneValueFound)
        1    0.000    0.000    0.000    0.000 util.py:265(Future)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:297(kwds)
        1    0.000    0.000    0.000    0.000 display_functions.py:37(_Sentinel)
        1    0.000    0.000    0.000    0.000 pretty.py:488(GroupQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:65(CodeTagFilter)
        1    0.000    0.000    0.000    0.000 lexer.py:37(LexerMeta)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:201(DummyMod)
        1    0.000    0.000    0.000    0.000 sentinel.py:6(Sentinel)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:51(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 <decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:143(ConditionalAutoSuggest)
        1    0.000    0.000    0.000    0.000 errors.py:553(_AwaitOutsideAsync)
        1    0.000    0.000    0.000    0.000 key_bindings.py:581(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:623(DynamicKeyBindings)
        1    0.000    0.000    0.000    0.000 errors.py:686(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 mouse_events.py:64(MouseEvent)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:367(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 history.py:242(DummyHistory)
        1    0.000    0.000    0.000    0.000 tree.py:1207(SyncCompFor)
        1    0.000    0.000    0.000    0.000 validation.py:176(DynamicValidator)
        1    0.000    0.000    0.000    0.000 normalizer.py:108(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 controls.py:468(DummyControl)
        1    0.000    0.000    0.000    0.000 processors.py:431(DisplayMultipleCursors)
        1    0.000    0.000    0.000    0.000 processors.py:480(BeforeInput)
        1    0.000    0.000    0.000    0.000 margins.py:137(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 margins.py:247(PromptMargin)
        1    0.000    0.000    0.000    0.000 menus.py:261(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 tree.py:772(WithStmt)
        1    0.000    0.000    0.000    0.000 tree.py:742(ForStmt)
        1    0.000    0.000    0.000    0.000 errors.py:732(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:42(_IsPrefixOfLongerMatchCache)
        1    0.000    0.000    0.000    0.000 base.py:474(Frame)
        1    0.000    0.000    0.000    0.000 base.py:605(Box)
        1    0.000    0.000    0.000    0.000 toolbars.py:60(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 completer.py:605(SimpleMatcherResult)
        1    0.000    0.000    0.000    0.000 completer.py:679(_MatcherAPIv1Total)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 file_io.py:32(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 filters.py:194(FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 signature.py:8(_SignatureMixin)
        1    0.000    0.000    0.000    0.000 stub_value.py:79(StubFilter)
        1    0.000    0.000    0.000    0.000 arguments.py:269(ValuesArguments)
        1    0.000    0.000    0.000    0.000 mixed.py:140(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 stdlib.py:341(ClassMethodObject)
        1    0.000    0.000    0.000    0.000 django.py:115(DjangoModelName)
        1    0.000    0.000    0.000    0.000 pytest.py:199(FixtureFilter)
        1    0.000    0.000    0.000    0.000 stdlib.py:637(DataclassParamName)
        1    0.000    0.000    0.000    0.000 django.py:268(DjangoParamName)
        1    0.000    0.000    0.000    0.000 code.py:169(InteractivelyDefined)
        1    0.000    0.000    0.000    0.000 _template.py:4(TemplateValidator)
        1    0.000    0.000    0.000    0.000 webbrowser.py:285(Mozilla)
        1    0.000    0.000    0.000    0.000 webbrowser.py:295(Netscape)
        1    0.000    0.000    0.000    0.000 _mode.py:4(ModeValidator)
        1    0.000    0.000    0.000    0.000 _scene.py:4(SceneValidator)
        1    0.000    0.000    0.000    0.000 _width.py:4(WidthValidator)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 typing.py:518(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:1720(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 __init__.py:25(Sentinel)
        1    0.000    0.000    0.000    0.000 traitlets.py:991(MetaHasTraits)
        1    0.000    0.000    0.000    0.000 traitlets.py:2005(ClassBasedTraitType)
        1    0.000    0.000    0.000    0.000 traitlets.py:2883(CBytes)
        1    0.000    0.000    0.000    0.000 config.py:347(ConvertingList)
        1    0.000    0.000    0.000    0.000 loader.py:53(_Sentinel)
        1    0.000    0.000    0.000    0.000 loader.py:1142(KeyValueConfigLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:1019(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1057(_AppendConstAction)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:522(<listcomp>)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2297(DashValidator)
        1    0.000    0.000    0.000    0.000 _frames.py:4(FramesValidator)
        1    0.000    0.000    0.000    0.000 _deprecations.py:185(Contours)
        1    0.000    0.000    0.000    0.000 pydoc.py:404(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 util.py:325(NodeMethods)
        1    0.000    0.000    0.000    0.000 __init__.py:140(_automodule)
        1    0.000    0.000    0.000    0.000 _process_win32.py:37(AvoidUNCPath)
        1    0.000    0.000    0.000    0.000 decorators.py:65(sphinx_options)
        1    0.000    0.000    0.000    0.000 lexer.py:345(combined)
        1    0.000    0.000    0.000    0.000 lexer.py:482(words)
        1    0.000    0.000    0.000    0.000 __init__.py:687(KeywordCaseFilter)
        2    0.000    0.000    0.000    0.000 pretty.py:626(_seq_pprinter_factory)
        1    0.000    0.000    0.000    0.000 decorator.py:303(ContextManager)
        1    0.000    0.000    0.000    0.000 displayhook.py:320(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 async_helpers.py:51(_AsyncIORunner)
        2    0.000    0.000    0.000    0.000 syntax_tree.py:55(_limit_value_infers)
        1    0.000    0.000    0.000    0.000 <decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 document.py:68(_DocumentCache)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:65(ModalCursorShapeConfig)
        1    0.000    0.000    0.000    0.000 key_bindings.py:645(GlobalOnlyKeyBindings)
        1    0.000    0.000    0.000    0.000 vi_state.py:29(CharacterFind)
        1    0.000    0.000    0.000    0.000 style_transformation.py:60(SwapLightAndDarkStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:231(DummyStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:291(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 errors.py:495(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:503(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:520(SyntaxRule)
        1    0.000    0.000    0.000    0.000 pygments.py:17(PygmentsTokens)
        1    0.000    0.000    0.000    0.000 containers.py:1358(ColorColumn)
        1    0.000    0.000    0.000    0.000 processors.py:236(HighlightIncrementalSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:636(ShowTrailingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 margins.py:161(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 menus.py:627(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 processors.py:959(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 normalizer.py:5(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 tree.py:990(GlobalStmt)
        1    0.000    0.000    0.000    0.000 toolbars.py:211(SearchToolbar)
        1    0.000    0.000    0.000    0.000 tree.py:183(Newline)
        1    0.000    0.000    0.000    0.000 base.py:569(Shadow)
        1    0.000    0.000    0.000    0.000 tree.py:71(DocstringMixin)
        1    0.000    0.000    0.000    0.000 completer.py:308(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 tokenize.py:249(PythonToken)
        1    0.000    0.000    0.000    0.000 tree.py:359(TypedLeaf)
        1    0.000    0.000    0.000    0.000 parser.py:32(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 parser.py:43(InternalParseError)
        1    0.000    0.000    0.000    0.000 value.py:421(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 filters.py:291(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 filters.py:330(_OverwriteMeta)
        1    0.000    0.000    0.000    0.000 names.py:655(StubName)
        1    0.000    0.000    0.000    0.000 lazy_value.py:30(LazyUnknownValue)
        1    0.000    0.000    0.000    0.000 stub_value.py:60(TypingModuleWrapper)
        1    0.000    0.000    0.000    0.000 instance.py:39(AnonymousMethodExecutionFilter)
        1    0.000    0.000    0.000    0.000 iterable.py:250(_DictKeyMixin)
        1    0.000    0.000    0.000    0.000 function.py:172(FunctionNameInClass)
        1    0.000    0.000    0.000    0.000 generics.py:26(_AbstractGenericManager)
        1    0.000    0.000    0.000    0.000 typing.py:202(TypingClassWithGenerics)
        1    0.000    0.000    0.000    0.000 instance.py:410(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 typing.py:281(Callable)
        1    0.000    0.000    0.000    0.000 type_var.py:6(TypeVarClass)
        1    0.000    0.000    0.000    0.000 interpreter.py:25(MixedTreeName)
        1    0.000    0.000    0.000    0.000 functions.py:253(ImplicitNSInfo)
        1    0.000    0.000    0.000    0.000 docstring_utils.py:14(DocstringModuleContext)
        1    0.000    0.000    0.000    0.000 environment.py:136(InterpreterEnvironment)
        1    0.000    0.000    0.000    0.000 django.py:259(DjangoModelSignature)
        1    0.000    0.000    0.000    0.000 webbrowser.py:316(Chrome)
        1    0.000    0.000    0.000    0.000 webbrowser.py:338(Elinks)
        1    0.000    0.000    0.000    0.000 _size.py:4(SizeValidator)
        1    0.000    0.000    0.000    0.000 _height.py:4(HeightValidator)
        1    0.000    0.000    0.000    0.000 _yaxis.py:4(YaxisValidator)
        1    0.000    0.000    0.000    0.000 webbrowser.py:352(Konqueror)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 sysconfig.py:629(get_config_vars)
        1    0.000    0.000    0.000    0.000 interpreter.py:44(MixedParserTreeFilter)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:3308(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1260(ValidateHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:1156(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(PlotlyDictKeyError)
        1    0.000    0.000    0.000    0.000 _deprecations.py:527(XAxis)
        1    0.000    0.000    0.000    0.000 _deprecations.py:701(Histogram2dcontour)
        1    0.000    0.000    0.000    0.000 animation.py:50(DurationValidator)
        1    0.000    0.000    0.000    0.000 core.py:216(LineGap)
        1    0.000    0.000    0.000    0.000 pydoc.py:2071(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:11(VerifierFailure)
        1    0.000    0.000    0.000    0.000 util.py:54(Token)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:225(magic_arguments)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:391(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 pretty.py:129(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 display.py:346(VimeoVideo)
        1    0.000    0.000    0.000    0.000 pretty.py:442(Text)
        1    0.000    0.000    0.000    0.000 lexer.py:777(ExtendedRegexLexer)
        1    0.000    0.000    0.000    0.000 __init__.py:343(_automodule)
        1    0.000    0.000    0.000    0.000 lexer.py:913(ProfilingRegexLexerMeta)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:784(MaybeAsyncCompile)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:186(SpaceInInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3907(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:600(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 table_vs16.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1408(Notation)
        1    0.000    0.000    0.000    0.000 validation.py:160(ConditionalValidator)
        1    0.000    0.000    0.000    0.000 cache.py:79(time_cache)
        1    0.000    0.000    0.000    0.000 base.py:44(SimpleLexer)
        1    0.000    0.000    0.000    0.000 pygments.py:126(_TokenCache)
        1    0.000    0.000    0.000    0.000 processors.py:305(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 errors.py:896(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 tree.py:1001(YieldExpr)
        1    0.000    0.000    0.000    0.000 tree.py:121(PythonLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:99(PythonMixin)
        1    0.000    0.000    0.000    0.000 toolbars.py:331(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:344(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:554(Skipper)
        1    0.000    0.000    0.000    0.000 completer.py:616(_JediMatcherResult)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:33(HasGetItem)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:328(_IdentitySubscript)
        1    0.000    0.000    0.000    0.000 parser.py:59(Stack)
        1    0.000    0.000    0.000    0.000 pep8.py:743(PEP8NormalizerConfig)
        1    0.000    0.000    0.000    0.000 names.py:635(StubNameMixin)
        1    0.000    0.000    0.000    0.000 stub_value.py:53(StubModuleContext)
        1    0.000    0.000    0.000    0.000 arguments.py:127(_AbstractArgumentsMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:220(_BaseComprehension)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:188(DictModification)
        1    0.000    0.000    0.000    0.000 base.py:70(_AnnotatedClassContext)
        1    0.000    0.000    0.000    0.000 type_var.py:121(TypeWrapper)
        1    0.000    0.000    0.000    0.000 stdlib.py:535(PartialSignature)
        1    0.000    0.000    0.000    0.000 stdlib.py:628(DataclassSignature)
        1    0.000    0.000    0.000    0.000 django.py:290(QuerySetBoundMethodWrapper)
        1    0.000    0.000    0.000    0.000 ptutils.py:171(IPythonPTLexer)
        1    0.000    0.000    0.000    0.000 __init__.py:32(UnknownBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:35(UserMagics)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
        1    0.000    0.000    0.000    0.000 strings.py:20(StringName)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:3099(<dictcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:3038(DottedObjectName)
        1    0.000    0.000    0.000    0.000 config.py:357(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 argparse.py:730(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:764(ArgumentError)
